35.872,0.29777,0.32984,0.29992,0.33997,0.25938,0.41885,0.22103,0.54657,28.191,5.5472,34.373
34.706,0.32252,0.32708,0.30835,0.35556,0.25741,0.42833,0.21549,0.54409,26.747,6.7166,35.711
34.999,0.32741,0.31744,0.29838,0.35568,0.26119,0.42049,0.21923,0.54373,27.42,10.488,35.07
35.596,0.30491,0.33433,0.3025,0.35786,0.26368,0.41626,0.22563,0.55565,26.425,6.9643,NaN
34.467,0.31876,0.35491,0.31524,0.38008,0.28699,0.44358,0.23397,0.58295,12.97,10.818,36.675
35.235,0.29959,0.31829,0.29045,0.36268,0.25233,0.42155,0.21855,0.55134,26.56,6.9432,34.402
35.145,0.29754,0.33221,0.29515,0.35988,0.26558,0.4169,0.22654,0.56068,27.523,6.6285,34.75
34.957,0.32573,0.34141,0.30555,0.3675,0.26709,0.43378,0.22746,0.55957,19.24,8.1054,34.855
34.45,0.32626,0.3406,0.3074,0.37876,0.27193,0.44081,0.23421,0.54936,18.309,7.5776,35.906
35.242,0.33206,0.34544,0.31922,0.37205,0.26864,0.44279,0.22997,0.55531,21.574,8.2674,35.327
34.858,0.31475,0.32784,0.3017,0.37082,0.25467,0.42755,0.22168,0.55062,26.774,7.5856,NaN
34.504,0.33667,0.34653,0.31367,0.39311,0.27606,0.44488,0.23785,0.58633,12.012,14.683,32.74
34.481,0.33774,0.3642,0.31527,0.40348,0.2752,0.45502,0.24619,0.57598,13.437,15.342,33.584
35.461,0.31945,0.32741,0.3096,0.35704,0.27485,0.43367,0.21897,0.55462,20.869,7.5667,NaN
36.489,0.2928,0.32271,0.29884,0.37045,0.24831,0.42391,0.22203,0.54366,23.344,6.92,NaN
35.123,0.31566,0.33924,0.30002,0.36062,0.26207,0.42174,0.22901,0.55295,25.813,9.1461,NaN
34.373,0.3193,0.36383,0.3229,0.38015,0.26779,0.45014,0.23657,0.57938,11.306,10.479,33.58
35.224,0.30711,0.32304,0.28816,0.36669,0.25431,0.41938,0.23019,0.53885,27.538,5.2071,NaN
36.162,0.31743,0.31199,0.29935,0.35384,0.26672,0.42961,0.22113,0.53844,23.658,5.9781,NaN
35.898,0.29465,0.32268,0.30029,0.33824,0.25381,0.41191,0.20465,0.54418,28.299,6.4182,NaN
34.152,0.33219,0.3459,0.29744,0.37414,0.26831,0.4312,0.22539,0.56972,15.552,2.6538,34.967
35.451,0.30725,0.33849,0.30361,0.37134,0.2557,0.43463,0.22219,0.55594,21.447,10.088,NaN
35.3,0.29374,0.32209,0.2819,0.35224,0.24895,0.41333,0.2259,0.55017,27.826,5.1416,NaN
34.556,0.32855,0.33495,0.32091,0.36296,0.27892,0.45226,0.22054,0.57486,16.063,7.9673,NaN
34.983,0.32044,0.3329,0.28264,0.36946,0.26389,0.42602,0.2164,0.54957,25.744,6.6124,NaN
36.246,0.32062,0.33315,0.28115,0.36896,0.26486,0.4173,0.22824,0.54409,27.219,6.0317,NaN
35.405,0.32458,0.34637,0.28557,0.36842,0.26378,0.4307,0.22459,0.55459,23.388,5.3913,35.148
35.929,0.31347,0.33811,0.30393,0.36724,0.26134,0.42347,0.22194,0.55242,23.19,9.4152,NaN
36.43,0.29973,0.32647,0.29721,0.36046,0.26044,0.41893,0.21619,0.55756,27.15,7.2779,NaN
35.146,0.29823,0.32902,0.29964,0.36319,0.26325,0.41729,0.22908,0.56235,26.31,8.2917,NaN
35.91,0.31875,0.31964,0.30074,0.36103,0.27252,0.42658,0.22441,0.54728,22.836,9.8818,NaN
34.879,0.34223,0.34086,0.30913,0.367,0.26384,0.43215,0.22351,0.5509,21.147,9.3905,NaN
34.955,0.29313,0.31618,0.27992,0.35266,0.24105,0.40979,0.21358,0.54186,29.22,3.8857,35.501
36.084,0.32189,0.32737,0.30624,0.36647,0.26388,0.42604,0.21922,0.5544,21.741,9.4588,35.514
34.482,0.33109,0.36575,0.32153,0.37378,0.28417,0.44093,0.24121,0.56809,12.723,9.9191,35.215
35.561,0.30965,0.32297,0.28839,0.36605,0.27005,0.41915,0.21868,0.53538,26.239,13.183,35.025
35.787,0.33098,0.33084,0.28823,0.36344,0.25917,0.42456,0.21395,0.53955,24.664,5.4308,NaN
35.902,0.32787,0.32676,0.27778,0.36867,0.25393,0.41112,0.21248,0.54303,24.748,3.6649,39.023
34.309,0.35602,0.35811,0.31348,0.38808,0.28949,0.45348,0.24275,0.57256,15.133,5.1289,34.622
35.921,0.31222,0.33276,0.28855,0.35739,0.25587,0.41876,0.2224,0.53558,28.342,6.252,34.541
35.516,0.31174,0.32616,0.29323,0.35945,0.26189,0.41734,0.21868,0.54139,27.737,6.9066,NaN
34.087,0.31009,0.34253,0.29954,0.37264,0.25813,0.43413,0.22054,0.54409,19.005,10.05,NaN
34.61,0.34476,0.34671,0.30137,0.37884,0.27391,0.4425,0.23958,0.56977,12.101,7.5462,34.835
36.558,0.30223,0.3313,0.29675,0.34822,0.25957,0.41917,0.21111,0.54247,26.428,6.1829,36.636
35.114,0.32044,0.33119,0.30324,0.36539,0.25948,0.42122,0.21363,0.55212,26.038,7.6324,35.673
36.273,0.31459,0.32195,0.27415,0.35286,0.25338,0.40652,0.20682,0.54597,25.36,1.9281,NaN
35.682,0.31997,0.32219,0.30597,0.353,0.25668,0.41736,0.21772,0.54266,28.247,5.8604,NaN
35.663,0.31997,0.32219,0.30597,0.353,0.25668,0.41736,0.21772,0.54266,28.247,5.8604,NaN
35.847,0.32779,0.31062,0.29678,0.35572,0.26259,0.41414,0.21527,0.53985,28.941,6.0459,NaN
35.868,0.31475,0.32966,0.28507,0.36687,0.25785,0.43063,0.21457,0.54497,24.512,4.4767,NaN
35.017,0.3042,0.32229,0.29178,0.35981,0.25816,0.42212,0.21559,0.53964,26.913,8.7736,33.542
35.735,0.30757,0.32487,0.29953,0.36334,0.26125,0.41433,0.21492,0.54374,25.245,7.9629,NaN
36.126,0.28609,0.33055,0.28889,0.36466,0.25213,0.42327,0.21967,0.55278,23.676,6.1758,35.577
34.041,0.35231,0.3561,0.3329,0.38824,0.28778,0.4541,0.24024,0.57175,11.2,12.849,35.631
36.055,0.32789,0.31863,0.30668,0.361,0.26256,0.41879,0.21061,0.54544,23.357,5.335,35.666
34.822,0.32356,0.33271,0.31253,0.36404,0.25822,0.4326,0.22271,0.56182,20.681,15.642,NaN
34.565,0.32952,0.35102,0.30537,0.38949,0.27699,0.44074,0.22829,0.5745,11.498,9.3729,35.916
34.091,0.34782,0.34867,0.31812,0.37917,0.28148,0.44646,0.23388,0.57734,6.8523,12.453,30.729
35.285,0.32129,0.32394,0.30623,0.35844,0.26926,0.42653,0.21758,0.54974,23.265,9.1738,NaN
