35.952,0.28576,0.32648,0.2823,0.35511,0.23591,0.42478,0.21276,0.54319,28.229,2.2596,NaN
35.967,0.32401,0.32588,0.29609,0.3562,0.26213,0.42135,0.21809,0.54001,23.259,5.6244,36.565
35.836,0.31979,0.3352,0.29064,0.36824,0.2674,0.43,0.2323,0.54565,22.537,7.6622,36.089
34.709,0.33732,0.34909,0.30348,0.37953,0.27067,0.43705,0.22753,0.56103,18.138,9.6881,34.308
36.141,0.31115,0.32233,0.3062,0.35152,0.26899,0.4163,0.22506,0.55805,23.219,10.373,36.689
35.492,0.31747,0.34205,0.31112,0.36141,0.27796,0.43525,0.22437,0.56054,21.458,9.998,34.768
35.923,0.31961,0.32537,0.28516,0.36606,0.25943,0.43081,0.22467,0.55477,22.977,4.8893,35.289
34.467,0.34204,0.34585,0.32101,0.37457,0.27904,0.44245,0.22585,0.57373,13.456,10.425,34.894
34.127,0.33333,0.34688,0.32269,0.37254,0.27739,0.44631,0.22919,0.57642,5.8953,5.1708,34.151
35.559,0.30982,0.34025,0.30215,0.35306,0.26407,0.42069,0.22853,0.55447,27.109,8.1035,34.798
35.89,0.30318,0.33244,0.30078,0.35583,0.26218,0.4139,0.22435,0.5525,28.134,4.8809,NaN
35.623,0.28856,0.33248,0.2975,0.35746,0.26035,0.41289,0.22334,0.55093,28.006,4.8921,NaN
34.139,0.34703,0.35218,0.31788,0.38,0.27689,0.45201,0.22896,0.57401,6.3864,3.6272,34.041
36.156,0.31438,0.33152,0.28521,0.36959,0.25991,0.42222,0.21467,0.54911,23.686,7.5954,NaN
34.149,0.34665,0.35676,0.31765,0.3866,0.28938,0.45419,0.24838,0.57688,6.2629,10.54,NaN
35.588,0.3558,0.3676,0.32999,0.40186,0.30569,0.44217,0.25102,0.55252,28.874,5.9526,34.581
36.207,0.29966,0.3284,0.28724,0.35227,0.25106,0.41041,0.2205,0.5364,27.426,8.0931,NaN
35.284,0.30505,0.35049,0.30553,0.365,0.27804,0.43758,0.22715,0.54485,19.885,9.097,NaN
34.561,0.33488,0.33834,0.30113,0.37547,0.27152,0.43655,0.22903,0.5611,18.402,6.9379,33.905
35.989,0.31906,0.33385,0.29965,0.36861,0.25872,0.42611,0.22361,0.54074,20.991,7.521,NaN
34.457,0.34137,0.33837,0.31572,0.37035,0.2738,0.44672,0.23273,0.56812,11.642,16.436,33.338
34.959,0.30335,0.34758,0.30029,0.3511,0.27438,0.42215,0.23276,0.56303,24.792,10.398,36.123
35.716,0.31542,0.32899,0.29083,0.3597,0.25985,0.41755,0.21153,0.53109,28.089,5.6685,NaN
35.734,0.31542,0.32899,0.29083,0.3597,0.25985,0.41755,0.21153,0.53109,28.089,5.6685,NaN
34.136,0.30285,0.3322,0.29606,0.37206,0.25772,0.42654,0.22661,0.54492,26.214,7.3046,NaN
35.808,0.31209,0.32169,0.2839,0.36259,0.25706,0.41456,0.20559,0.54396,27.081,6.2045,NaN
34.039,0.33855,0.35478,0.3082,0.3815,0.2795,0.44771,0.23689,0.57018,7.3156,13.491,32.877
35.433,0.30208,0.31398,0.29016,0.35916,0.24494,0.4107,0.20364,0.53822,26.329,10.472,35.612
36.068,0.2935,0.33155,0.30276,0.36231,0.24738,0.42302,0.22352,0.54881,23.081,10.303,35.822
36.195,0.31327,0.32182,0.29525,0.36273,0.2671,0.42226,0.22533,0.55061,23.676,5.5292,35.878
34.384,0.33606,0.36263,0.30283,0.38417,0.27848,0.45215,0.23623,0.58202,10.738,10.488,33.96
36.295,0.31887,0.32895,0.30245,0.35779,0.25369,0.42065,0.20842,0.53813,26.266,6.6645,36.285
34.219,0.32487,0.33945,0.30874,0.37775,0.26896,0.43984,0.22861,0.56397,15.756,3.5047,NaN
35.384,0.31621,0.3477,0.30288,0.36839,0.25646,0.43565,0.23018,0.56396,19.845,12.205,34.558
35.428,0.32211,0.34562,0.30243,0.37176,0.257,0.42465,0.23191,0.56305,20.15,11.674,35.934
35.338,0.32343,0.32625,0.31495,0.36199,0.26899,0.4313,0.21786,0.55237,21.646,7.024,NaN
34.063,0.35792,0.34252,0.32426,0.37676,0.28387,0.45034,0.23857,0.56631,10.982,12.319,NaN
34.53,0.33748,0.34045,0.31417,0.37295,0.28343,0.44435,0.23327,0.56871,15.314,7.9471,34.466
35.897,0.30451,0.31447,0.29521,0.34503,0.25886,0.41263,0.21357,0.53964,28.322,4.9247,35.643
35.221,0.30346,0.32092,0.28902,0.35776,0.25305,0.41193,0.22331,0.54614,27.631,6.1158,NaN
35.191,0.30846,0.33501,0.30547,0.3629,0.26126,0.42198,0.23546,0.55764,25.181,8.6356,35.514
34.198,0.33556,0.36347,0.30683,0.37657,0.27928,0.43801,0.23169,0.57409,9.5048,13.381,35.007
34.724,0.32358,0.33879,0.29466,0.36039,0.26026,0.41782,0.21726,0.54744,25.647,6.6621,36.608
34.574,0.35061,0.34944,0.32748,0.38004,0.28692,0.44596,0.22635,0.57326,11.544,7.5544,33.179
34.472,0.32509,0.34169,0.3175,0.37556,0.2735,0.43854,0.22698,0.56403,19.497,13.34,NaN
35.387,0.3247,0.32758,0.30406,0.36304,0.26081,0.40464,0.20523,0.53861,25.459,5.1326,35.866
34.666,0.30939,0.33141,0.29758,0.3494,0.27279,0.41408,0.22078,0.5631,25.855,6.5929,35.528
35.101,0.32738,0.33285,0.2784,0.36284,0.25796,0.41585,0.21673,0.54572,26.44,9.7029,NaN
35.628,0.33278,0.34847,0.28755,0.37134,0.26656,0.44087,0.23147,0.55356,19.325,6.8476,NaN
35.592,0.32119,0.3233,0.29867,0.36369,0.26598,0.42169,0.22001,0.54544,26.797,1.0538,NaN
36.5,0.30715,0.31921,0.28832,0.34812,0.24852,0.41412,0.21812,0.52419,26.844,7.7778,NaN
35.638,0.30617,0.32329,0.30482,0.35413,0.2645,0.42333,0.21996,0.55905,23.158,2.2336,34.792
35.227,0.30884,0.33502,0.30137,0.35847,0.27263,0.41804,0.22483,0.55829,26.803,4.9303,35.978
35.601,0.31583,0.34005,0.30559,0.36759,0.27065,0.4204,0.22295,0.5531,23.32,4.1648,35.137
34.983,0.31181,0.3151,0.29551,0.35296,0.26298,0.41249,0.21036,0.53951,26.169,7.8921,35.82
35.623,0.36666,0.36267,0.33829,0.39029,0.29209,0.43259,0.24618,0.55307,28.13,6.7433,NaN
34.816,0.31441,0.32938,0.28643,0.35952,0.25722,0.42501,0.22144,0.54883,27.028,7.266,34.842
35.921,0.30723,0.33571,0.28268,0.36929,0.25166,0.42091,0.2052,0.55713,24.406,5.5891,NaN
34.038,0.35208,0.34041,0.32568,0.3754,0.274,0.45147,0.22285,0.56758,10.999,13.852,32.861
35.715,0.28884,0.3319,0.28895,0.36224,0.25343,0.42625,0.22169,0.55097,26.908,2.144,NaN
34.149,0.32652,0.35165,0.31096,0.38506,0.27304,0.44708,0.23214,0.57783,7.6655,14.228,28.222
36.136,0.32789,0.30962,0.29235,0.35039,0.25236,0.42018,0.21291,0.54277,25.342,6.2565,37.282
35.604,0.3199,0.33741,0.28696,0.3585,0.26107,0.42542,0.2228,0.54147,26.775,7.9169,NaN
34.704,0.33876,0.36115,0.30781,0.38163,0.27522,0.4459,0.24073,0.56291,19.375,14.458,NaN
34.348,0.32903,0.35205,0.31136,0.38934,0.27365,0.43847,0.23149,0.56981,12.519,5.4347,NaN
34.828,0.32707,0.30873,0.29576,0.35479,0.25543,0.41936,0.2148,0.54043,25.903,6.7094,35.097
34.594,0.34548,0.38199,0.33663,0.41476,0.3003,0.46665,0.26524,0.5943,12.592,10.071,34.1
34.266,0.34454,0.33848,0.32523,0.38424,0.28178,0.44852,0.23524,0.56828,9.4633,10.943,34.216
36.109,0.32613,0.32876,0.29585,0.37241,0.26535,0.43056,0.22908,0.55017,22.9,11.782,36.357
35.56,0.31287,0.33039,0.28834,0.36652,0.25499,0.42149,0.2147,0.55246,26.114,7.0706,36.747
34.996,0.33157,0.34303,0.29967,0.36073,0.26255,0.42924,0.21677,0.54772,22.597,2.4283,NaN
