34.616,0.32848,0.33459,0.31173,0.36447,0.26601,0.43929,0.22377,0.55013,18.556,10.193,34.04
35.389,0.31121,0.34249,0.30961,0.36298,0.27579,0.43507,0.22214,0.55716,21.615,10.62,35.153
35.985,0.31328,0.32686,0.29733,0.36342,0.27091,0.41579,0.21087,0.55097,23.123,6.2063,36.542
35.305,0.3176,0.32348,0.28795,0.35345,0.25632,0.41686,0.22192,0.53993,27.427,9.2685,35.195
36.136,0.30616,0.34274,0.30036,0.37027,0.25136,0.42542,0.22452,0.54446,23.802,7.165,35.687
34.997,0.32612,0.33875,0.29464,0.37506,0.26904,0.43198,0.22644,0.56203,18.483,6.6681,35.644
35.756,0.30307,0.33069,0.30713,0.34222,0.2589,0.41987,0.22082,0.55834,28.306,7.2879,NaN
35.738,0.30307,0.33069,0.30713,0.34222,0.2589,0.41987,0.22082,0.55834,28.306,7.2879,NaN
36.223,0.2863,0.3271,0.28283,0.35578,0.23635,0.42559,0.21317,0.54422,27.66,6.0134,NaN
34.467,0.33343,0.35418,0.30209,0.37719,0.27165,0.4403,0.23067,0.55125,17.174,8.0858,NaN
34.411,0.33954,0.34788,0.30207,0.38154,0.2708,0.43711,0.22816,0.56297,16.697,7.7738,34.754
35.085,0.29963,0.32677,0.28837,0.36226,0.26104,0.4185,0.23097,0.5369,26.792,8.3012,NaN
36.28,0.31487,0.32672,0.29652,0.35824,0.26025,0.42188,0.20769,0.54524,24.059,9.0939,36.533
34.465,0.33713,0.35251,0.31642,0.39795,0.27502,0.44836,0.23724,0.58825,12.147,14.99,29.527
35.648,0.34161,0.34964,0.31307,0.37804,0.29906,0.44453,0.24676,0.55972,27.726,7.6544,NaN
35.584,0.32131,0.32103,0.29421,0.3547,0.2545,0.41144,0.20873,0.53681,26.224,10.802,37.072
35.935,0.31506,0.32904,0.30684,0.36511,0.26661,0.43064,0.21539,0.55285,20.545,6.5252,36.045
35.298,0.28814,0.35519,0.30097,0.35842,0.26666,0.42519,0.22733,0.56546,24.958,11.196,34.225
